"Name","Team","GS","G","IP","W","L","QS","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","playerid"
"Sandy Alcantara","MIA","19","19","121.0","7","7","12","0","0","112","49","13","115","36","1.23","8.50","2.71","3.63","3.63","","1.9","2.1","18684"
"Max Fried","ATL","17","17","106.0","7","5","11","0","0","102","41","11","101","28","1.23","8.55","2.41","3.50","3.51","","1.9","2.3","13743"
"Logan Webb","SFG","18","18","106.0","6","6","10","0","0","105","43","9","95","31","1.28","8.03","2.61","3.68","3.47","","1.7","1.8","17995"
"Frankie Montas","OAK","17","17","104.0","6","6","10","0","0","93","41","12","106","30","1.18","9.17","2.57","3.52","3.57","","1.7","1.6","14309"
"Joe Musgrove","SDP","17","17","105.0","6","6","10","0","0","96","43","13","105","29","1.19","8.99","2.47","3.69","3.73","","1.7","1.8","12970"
"Clayton Kershaw","LAD","16","16","92.0","6","5","9","0","0","87","37","13","94","20","1.16","9.15","1.96","3.60","3.61","","1.7","1.7","2036"
"Charlie Morton","ATL","17","17","94.0","6","5","9","0","0","84","38","10","103","30","1.21","9.85","2.88","3.62","3.51","","1.7","1.9","4676"
"Nathan Eovaldi","BOS","16","16","91.0","6","5","8","0","0","87","38","11","90","20","1.17","8.97","1.94","3.75","3.53","","1.7","1.5","9132"
"Max Scherzer","NYM","13","13","75.0","5","4","8","0","0","61","27","10","92","18","1.05","11.02","2.20","3.27","3.21","","1.6","1.7","3137"
"Robbie Ray","SEA","18","18","109.0","7","6","10","0","0","90","45","16","130","39","1.19","10.71","3.24","3.71","3.79","","1.6","1.5","11486"
"Tarik Skubal","DET","17","17","95.0","6","6","9","0","0","86","39","12","101","28","1.20","9.57","2.66","3.73","3.70","","1.6","1.5","22267"
"Luis Severino","NYY","14","22","86.0","6","4","7","0","0","74","33","11","101","25","1.15","10.53","2.63","3.42","3.37","","1.5","1.4","15890"
"Brandon Woodruff","MIL","15","15","82.0","5","5","8","0","0","72","32","10","91","23","1.15","10.05","2.48","3.54","3.47","","1.5","1.7","16162"
"Chris Bassitt","NYM","17","17","104.0","6","6","10","0","0","94","43","13","104","30","1.20","9.00","2.63","3.70","3.74","","1.5","1.6","12304"
"Pablo López","MIA","18","18","104.0","6","6","10","0","0","97","43","12","100","29","1.22","8.62","2.54","3.72","3.73","","1.5","1.7","17085"
"Alex Cobb","SFG","16","16","85.0","6","5","7","0","0","80","34","8","83","27","1.26","8.85","2.84","3.58","3.41","","1.5","1.6","6562"
"Luis Castillo","CIN","17","17","99.0","6","6","9","0","0","95","44","12","98","37","1.33","8.90","3.35","4.02","3.98","","1.5","1.7","15689"
"Sean Manaea","SDP","16","16","96.0","6","5","9","0","0","90","40","12","93","27","1.21","8.73","2.50","3.76","3.82","","1.4","1.6","15873"
"Lance Lynn","CHW","17","17","100.0","6","6","9","0","0","93","44","14","98","29","1.23","8.87","2.63","3.96","4.00","","1.4","1.2","2520"
"Lucas Giolito","CHW","17","17","99.0","6","6","9","0","0","88","44","15","110","33","1.22","9.93","2.98","3.95","4.00","","1.4","1.1","15474"
"Yu Darvish","SDP","16","16","97.0","6","6","9","0","0","89","43","14","101","26","1.18","9.35","2.42","3.99","3.88","","1.4","1.4","13074"
"Zac Gallen","ARI","16","16","92.0","6","6","8","0","0","86","41","11","97","31","1.28","9.45","3.06","4.02","3.79","","1.3","1.5","19291"
"José Berríos","TOR","18","18","109.0","7","6","10","0","0","104","48","15","104","29","1.23","8.61","2.43","4.00","3.98","","1.3","1.5","14168"
"Carlos Carrasco","NYM","16","16","92.0","6","5","8","0","0","86","39","12","91","26","1.21","8.90","2.55","3.76","3.79","","1.3","1.3","6632"
"Tyler Mahle","CIN","18","18","102.0","6","7","8","0","0","96","49","16","107","36","1.29","9.51","3.19","4.32","4.28","","1.3","1.5","16358"
"Jordan Montgomery","NYY","17","17","94.0","6","5","8","0","0","92","41","12","87","25","1.24","8.28","2.40","3.87","3.89","","1.3","1.1","16511"
"Germán Márquez","COL","18","18","105.0","6","7","8","0","0","113","54","15","97","33","1.39","8.32","2.84","4.66","4.20","","1.3","1.5","15038"
"Jon Gray","TEX","18","18","102.0","6","6","9","0","0","96","45","13","103","35","1.28","9.11","3.09","4.00","3.91","","1.3","1.1","14916"
"Luis Garcia","HOU","17","17","96.0","6","6","8","0","0","86","42","14","102","32","1.23","9.49","3.03","3.95","3.99","","1.3","1.1","23735"
"Joe Ryan","MIN","17","17","96.0","6","6","8","0","0","89","44","16","100","28","1.21","9.36","2.58","4.11","4.14","","1.3","1.0","21390"
"Alek Manoah","TOR","16","16","92.0","6","5","8","0","0","83","40","12","96","28","1.20","9.38","2.69","3.88","3.90","","1.3","1.3","26410"
"Alex Wood","SFG","16","16","88.0","6","5","8","0","0","84","36","9","84","26","1.26","8.67","2.67","3.71","3.64","","1.3","1.5","13781"
"Sonny Gray","MIN","17","17","93.0","6","6","8","0","0","88","41","11","93","33","1.30","9.04","3.19","3.99","3.90","","1.3","1.0","12768"
"Logan Gilbert","SEA","16","16","87.0","5","5","8","0","0","78","37","12","90","24","1.18","9.32","2.52","3.80","3.83","","1.2","1.0","22250"
"Patrick Sandoval","LAA","15","15","86.0","5","5","8","0","0","79","36","10","85","35","1.33","8.90","3.70","3.80","3.98","","1.2","1.1","19447"
"Kyle Wright","ATL","15","15","84.0","5","5","7","0","0","79","36","9","83","31","1.31","8.88","3.32","3.90","3.83","","1.1","1.4","19665"
"Ranger Suárez","PHI","17","17","97.0","6","6","8","0","0","95","43","11","83","37","1.37","7.74","3.48","4.01","4.18","","1.1","1.5","17277"
"Julio Urías","LAD","18","18","105.0","7","6","9","0","0","103","49","17","96","28","1.25","8.21","2.44","4.21","4.28","","1.1","1.3","14765"
"Nestor Cortes","NYY","15","18","86.0","6","5","7","0","0","79","39","14","93","26","1.21","9.72","2.71","4.04","4.08","","1.1","0.9","17874"
"Kyle Gibson","PHI","18","18","106.0","6","7","9","0","0","109","50","14","88","37","1.38","7.46","3.13","4.28","4.33","","1.1","1.3","10123"
"Brady Singer","KCR","15","15","82.0","5","5","7","0","0","82","37","9","72","27","1.33","7.89","2.97","4.05","3.91","","1.1","1.1","25377"
"Eduardo Rodriguez","DET","13","13","72.0","4","5","6","0","0","68","31","9","71","24","1.27","8.84","3.02","3.83","3.82","","1.1","1.0","13164"
"Blake Snell","SDP","14","14","71.0","5","4","6","0","0","60","29","9","82","30","1.27","10.43","3.82","3.68","3.74","","1.1","1.3","13543"
"Jameson Taillon","NYY","16","16","88.0","5","5","7","0","0","87","41","14","79","21","1.24","8.11","2.15","4.24","4.18","","1.1","0.7","11674"
"Mike Clevinger","SDP","12","17","70.0","4","4","6","0","0","62","28","9","74","23","1.21","9.53","2.95","3.65","3.70","","1.1","1.2","12808"
"Roansy Contreras","PIT","12","26","81.0","5","5","5","0","0","75","37","10","80","30","1.30","8.88","3.35","4.06","4.07","","1.0","1.0","22810"
"Michael Kopech","CHW","14","21","82.0","5","5","6","0","0","70","37","12","93","32","1.26","10.24","3.52","4.08","4.11","","1.0","0.8","17282"
"Spencer Strider","ATL","8","29","66.0","4","3","4","0","0","51","25","7","84","29","1.21","11.53","3.95","3.47","3.46","","1.0","1.3","27498"
"Marcus Stroman","CHC","14","14","79.0","5","5","7","0","0","82","36","9","65","23","1.32","7.39","2.57","4.09","3.97","","1.0","1.2","13431"
"Zach Eflin","PHI","16","16","88.0","5","5","7","0","0","90","42","13","74","21","1.27","7.59","2.15","4.30","4.26","","1.0","1.1","13774"
"George Kirby","SEA","12","12","67.0","4","4","6","0","0","63","27","8","64","16","1.18","8.52","2.12","3.67","3.68","","1.0","0.9","25436"
"Hunter Greene","CIN","13","13","71.0","4","5","5","0","0","62","34","12","86","29","1.27","10.79","3.61","4.24","4.16","","1.0","1.1","22182"
"Nick Pivetta","BOS","17","17","96.0","5","6","7","0","0","93","48","14","95","37","1.35","8.95","3.49","4.52","4.34","","1.0","0.8","15454"
"Aaron Ashby","MIL","10","17","60.0","4","3","5","0","0","52","23","5","67","28","1.32","9.95","4.16","3.44","3.55","","1.0","1.3","23550"
"Trevor Rogers","MIA","16","16","86.0","5","5","7","0","0","77","37","10","87","33","1.29","9.11","3.45","3.88","3.96","","1.0","1.3","22286"
"Garrett Whitlock","BOS","9","32","71.0","4","4","4","2","0","68","30","8","70","21","1.25","8.80","2.65","3.84","3.66","","0.9","0.9","20191"
"Patrick Corbin","WSN","16","16","92.0","5","6","7","0","0","94","44","13","79","30","1.35","7.66","2.95","4.32","4.32","","0.9","1.2","9323"
"Martín Pérez","TEX","18","18","102.0","6","7","8","0","0","106","48","13","83","33","1.36","7.29","2.88","4.23","4.22","","0.9","0.8","6902"
"Chris Sale","BOS","8","8","46.0","3","2","4","0","0","39","18","5","55","13","1.14","10.67","2.59","3.47","3.31","","0.9","1.0","10603"
"Andrew Heaney","LAD","14","14","78.0","5","5","6","0","0","72","36","13","84","22","1.21","9.62","2.54","4.12","4.13","","0.9","1.0","15423"
"Nick Lodolo","CIN","8","8","42.0","3","2","4","0","0","37","17","5","49","14","1.20","10.51","2.91","3.58","3.51","","0.9","1.0","26378"
"José Quintana","PIT","16","16","87.0","5","6","7","0","0","86","40","11","77","33","1.36","7.94","3.38","4.19","4.21","","0.9","1.0","11423"
"Shane Baz","TBR","13","13","71.0","5","4","6","0","0","61","29","9","77","24","1.20","9.81","3.01","3.73","3.75","","0.9","0.8","22264"
"Merrill Kelly","ARI","17","17","102.0","5","7","8","0","0","107","51","14","84","32","1.37","7.42","2.84","4.56","4.34","","0.9","1.0","11156"
"Miles Mikolas","STL","16","16","99.0","6","6","8","0","0","104","47","13","73","23","1.29","6.66","2.07","4.27","4.25","","0.9","1.0","9803"
"Ian Anderson","ATL","17","17","93.0","6","6","7","0","0","91","45","11","86","41","1.42","8.38","3.94","4.32","4.27","","0.9","1.2","19951"
"Noah Syndergaard","LAA","15","15","88.0","5","6","7","0","0","92","44","12","67","23","1.32","6.87","2.41","4.52","4.37","","0.9","0.5","11762"
"Eric Lauer","MIL","16","16","94.0","5","6","8","0","0","89","45","15","93","33","1.30","8.96","3.20","4.28","4.34","","0.9","1.3","19316"
"Dane Dunning","TEX","16","16","86.0","5","6","7","0","0","87","40","10","74","31","1.38","7.74","3.24","4.22","4.15","","0.8","0.6","19409"
"Kyle Bradish","BAL","15","15","81.0","4","6","6","0","0","77","39","11","76","33","1.36","8.50","3.68","4.35","4.41","","0.8","0.7","24586"
"Yusei Kikuchi","TOR","17","17","88.0","6","5","7","0","0","82","40","12","86","34","1.32","8.79","3.52","4.04","4.16","","0.8","1.1","20633"
"Adam Wainwright","STL","17","17","108.0","6","6","9","0","0","113","52","14","84","32","1.35","7.01","2.70","4.35","4.33","","0.8","1.0","2233"
"Josh Hader","MIL","0","38","38.0","2","1","0","16","1","23","11","4","61","14","0.99","14.69","3.42","2.58","2.48","","0.8","0.8","14212"
"Liam Hendriks","CHW","0","40","40.0","2","2","0","19","1","28","12","4","57","10","0.96","12.87","2.21","2.74","2.54","","0.8","0.7","3548"
"Mike Minor","CIN","15","15","87.0","4","6","6","0","0","88","44","15","80","25","1.30","8.28","2.57","4.62","4.58","","0.8","1.0","10021"
"Brad Keller","KCR","16","16","93.0","5","6","7","0","0","99","46","10","69","36","1.45","6.69","3.47","4.45","4.33","","0.8","0.7","15734"
"JT Brubaker","PIT","15","15","83.0","5","6","6","0","0","81","40","12","77","29","1.34","8.34","3.21","4.37","4.32","","0.8","0.9","17578"
"Tanner Houck","BOS","6","41","65.0","4","3","2","8","5","58","26","6","72","23","1.25","9.96","3.21","3.66","3.46","","0.8","0.8","19879"
"Steven Matz","STL","13","13","66.0","4","4","5","0","0","63","30","9","62","19","1.25","8.44","2.60","4.02","4.03","","0.8","0.9","13361"
"MacKenzie Gore","SDP","11","16","65.0","4","4","5","0","0","57","27","8","71","28","1.30","9.74","3.89","3.74","3.92","","0.8","1.0","22201"
"Lance McCullers Jr.","HOU","8","8","48.0","3","3","5","0","0","42","19","5","50","19","1.27","9.36","3.50","3.52","3.66","","0.8","0.9","14120"
"Paul Blackburn","OAK","16","16","86.0","5","6","7","0","0","91","39","10","62","23","1.33","6.44","2.44","4.09","4.15","","0.8","0.6","14739"
"Josiah Gray","WSN","15","15","87.0","5","6","6","0","0","81","45","15","89","36","1.35","9.27","3.75","4.71","4.75","","0.8","0.8","24580"
"Dean Kremer","BAL","12","20","71.0","4","5","4","0","0","68","35","11","64","26","1.33","8.07","3.28","4.45","4.57","","0.8","0.4","19350"
"Tylor Megill","NYM","9","9","48.0","3","3","4","0","0","42","19","6","51","15","1.19","9.67","2.77","3.66","3.65","","0.8","0.8","21318"
"Edwin Díaz","NYM","0","38","38.0","2","1","0","19","1","24","11","3","57","14","1.02","13.69","3.32","2.59","2.51","","0.7","0.7","14710"
"Graham Ashcraft","CIN","11","16","69.0","4","5","5","0","0","72","33","8","55","25","1.42","7.20","3.35","4.37","4.30","","0.7","0.9","27552"
"Daniel Lynch","KCR","15","15","82.0","5","6","6","0","0","80","40","10","71","33","1.39","7.81","3.63","4.37","4.39","","0.7","0.7","21537"
"Drew Rasmussen","TBR","14","14","74.0","5","5","6","0","0","71","33","9","68","27","1.32","8.29","3.21","3.97","3.97","","0.7","0.6","25385"
"Corey Kluber","TBR","16","16","88.0","5","6","7","0","0","88","42","13","77","26","1.29","7.85","2.66","4.33","4.31","","0.7","0.4","2429"
"Triston McKenzie","CLE","17","17","92.0","5","6","7","0","0","84","46","16","95","36","1.31","9.35","3.49","4.47","4.53","","0.7","0.6","18000"
"Tyler Wells","BAL","15","15","81.0","4","6","5","0","0","83","43","15","67","24","1.32","7.45","2.67","4.76","4.87","","0.7","0.4","20000"
"Justin Steele","CHC","12","28","80.0","5","5","5","0","0","76","37","9","73","36","1.40","8.24","4.05","4.15","4.30","","0.7","1.0","17312"
"Michael Wacha","BOS","16","16","84.0","5","6","6","0","0","89","44","13","70","26","1.37","7.50","2.77","4.68","4.43","","0.7","0.5","14078"
"Ross Stripling","TOR","14","24","82.0","5","5","5","0","0","82","39","12","70","22","1.28","7.75","2.47","4.29","4.28","","0.7","0.7","13273"
"Taijuan Walker","NYM","15","20","90.0","5","6","7","0","0","89","43","13","77","30","1.32","7.72","2.98","4.25","4.35","","0.7","0.7","11836"
"Emmanuel Clase","CLE","0","41","41.0","2","2","0","20","1","34","13","3","47","12","1.11","10.37","2.54","2.75","2.69","","0.7","0.7","21032"
"Tony Gonsolin","LAD","17","17","91.0","6","6","6","0","0","88","45","14","90","36","1.35","8.88","3.52","4.47","4.47","","0.7","0.8","19388"
"Adrian Houser","MIL","16","16","89.0","5","6","6","0","0","93","45","11","70","37","1.45","7.03","3.71","4.51","4.47","","0.7","0.8","12718"
"José Urquidy","HOU","13","13","72.0","4","5","5","0","0","72","35","13","61","17","1.23","7.59","2.08","4.39","4.49","","0.7","0.5","18413"
"Bailey Ober","MIN","13","13","67.0","4","4","5","0","0","67","33","11","63","17","1.24","8.47","2.24","4.35","4.30","","0.7","0.5","21224"
"Aaron Civale","CLE","15","15","82.0","5","5","6","0","0","84","40","12","70","22","1.29","7.69","2.43","4.40","4.34","","0.7","0.5","19479"
"Matthew Boyd","SFG","4","27","44.0","2","2","2","0","0","39","18","5","45","11","1.16","9.36","2.32","3.64","3.60","","0.6","0.6","15440"
"Jack Flaherty","STL","15","15","78.0","5","5","6","0","0","74","36","11","76","27","1.29","8.70","3.12","4.18","4.27","","0.6","0.9","17479"
"Cristian Javier","HOU","11","37","87.0","5","5","5","0","2","72","40","13","103","39","1.27","10.70","4.03","4.12","4.25","","0.6","0.6","17606"
"Kyle Freeland","COL","17","17","95.0","5","7","5","0","0","113","57","15","68","31","1.53","6.46","2.95","5.43","4.92","","0.6","0.6","16256"
"Zack Greinke","KCR","13","13","75.0","4","5","6","0","0","83","38","11","49","17","1.35","5.93","2.08","4.56","4.45","","0.6","0.5","1943"
"Jhoan Duran","MIN","0","39","39.0","2","2","0","10","4","29","12","3","50","14","1.14","11.77","3.36","2.85","2.81","","0.6","0.6","21029"
"Jesús Luzardo","MIA","10","13","54.0","3","3","4","0","0","48","23","7","58","22","1.30","9.66","3.73","3.83","3.96","","0.6","0.8","19959"
"Mitch Keller","PIT","14","14","73.0","4","5","5","0","0","72","36","9","65","31","1.41","7.95","3.83","4.47","4.41","","0.6","0.7","17594"
"Tyler Anderson","LAD","17","17","98.0","6","6","7","0","0","102","51","18","80","25","1.30","7.37","2.34","4.66","4.79","","0.6","0.6","12880"
"Jeffrey Springs","TBR","10","17","63.0","4","4","5","0","0","57","27","9","65","22","1.26","9.31","3.20","3.90","4.01","","0.6","0.6","17677"
"Marco Gonzales","SEA","17","17","102.0","5","7","8","0","0","108","51","16","72","30","1.35","6.36","2.62","4.53","4.73","","0.6","0.3","15467"
"Ryan Feltner","COL","13","16","74.0","4","5","4","0","0","80","43","13","68","28","1.45","8.25","3.38","5.20","4.81","","0.6","0.6","21446"
"DL Hall","BAL","10","10","58.0","3","4","5","0","0","51","26","7","61","31","1.41","9.59","4.79","4.08","4.32","","0.6","0.8","sa3005282"
"Anthony DeSclafani","SFG","14","14","76.0","4","5","5","0","0","79","38","11","61","22","1.33","7.19","2.58","4.51","4.34","","0.5","0.6","13050"
"Michael King","NYY","2","39","47.0","3","2","1","0","9","41","18","5","53","15","1.18","10.16","2.87","3.40","3.41","","0.5","0.4","19853"
"Jordan Lyles","BAL","17","17","101.0","5","8","7","0","0","108","56","18","78","34","1.41","6.95","3.05","5.01","5.02","","0.5","0.1","7593"
"Kyle Hendricks","CHC","17","17","98.0","5","7","7","0","0","109","53","16","68","24","1.36","6.21","2.24","4.84","4.79","","0.5","0.6","12049"
"Raisel Iglesias","LAA","0","39","39.0","2","2","0","17","1","31","14","5","49","10","1.06","11.27","2.39","3.15","3.12","","0.5","0.4","17130"
"Taylor Rogers","SDP","0","37","37.0","2","2","0","16","2","31","12","4","44","10","1.10","10.61","2.46","2.97","2.97","","0.5","0.6","13449"
"Chris Flexen","SEA","17","17","96.0","5","6","7","0","0","100","48","15","73","28","1.34","6.83","2.64","4.51","4.59","","0.5","0.4","13896"
"Madison Bumgarner","ARI","17","17","98.0","5","7","7","0","0","106","54","17","77","29","1.37","7.06","2.62","4.93","4.77","","0.5","0.6","5524"
"Mike Soroka","ATL","8","8","47.0","3","3","4","0","0","50","22","6","37","14","1.35","7.04","2.72","4.28","4.18","","0.5","0.5","18383"
"Andrés Muñoz","SEA","0","37","37.0","2","2","0","2","8","27","12","3","51","15","1.12","12.32","3.61","2.85","2.90","","0.5","0.5","20373"
"Edward Cabrera","MIA","10","19","65.0","4","4","4","0","0","57","29","8","67","30","1.35","9.35","4.14","4.01","4.13","","0.5","0.8","21690"
"Erick Fedde","WSN","15","15","81.0","4","6","5","0","0","86","44","12","63","32","1.46","6.94","3.55","4.85","4.77","","0.5","0.6","17425"
"Glenn Otto","TEX","10","14","59.0","3","4","4","0","0","57","29","8","54","24","1.37","8.33","3.63","4.41","4.40","","0.5","0.3","21366"
"Antonio Senzatela","COL","16","16","88.0","4","7","5","0","0","110","53","14","52","23","1.52","5.39","2.39","5.48","4.91","","0.5","0.5","15488"
"Walker Buehler","LAD","6","6","33.0","2","2","3","0","0","32","15","5","32","9","1.24","8.70","2.48","3.99","3.92","","0.5","0.4","19374"
"Michael Lorenzen","LAA","14","19","88.0","5","6","6","0","0","91","45","12","68","35","1.44","6.96","3.62","4.57","4.64","","0.5","0.3","14843"
"Devin Williams","MIL","0","37","37.0","2","2","0","1","7","27","13","3","49","17","1.20","12.13","4.19","3.08","3.17","","0.5","0.6","15816"
"Dylan Bundy","MIN","16","16","84.0","5","6","5","0","0","87","44","14","71","25","1.34","7.66","2.71","4.77","4.66","","0.5","0.3","12917"
"Kris Bubic","KCR","11","14","60.0","3","4","4","0","0","58","29","7","53","26","1.41","7.96","3.95","4.37","4.41","","0.5","0.6","21455"
"Drew Smyly","CHC","11","15","62.0","3","4","4","0","0","62","31","10","54","21","1.34","7.90","2.99","4.59","4.61","","0.4","0.5","11760"
"Rich Hill","BOS","12","20","70.0","4","5","4","0","0","71","36","11","61","23","1.36","7.94","2.99","4.66","4.50","","0.4","0.4","4806"
"David Bednar","PIT","0","39","39.0","2","2","0","17","1","32","15","4","48","14","1.17","10.98","3.16","3.35","3.26","","0.4","0.5","19569"
"Austin Gomber","COL","10","24","69.0","4","5","3","0","0","76","38","11","61","24","1.45","8.04","3.17","5.00","4.60","","0.4","0.6","16561"
"Clay Holmes","NYY","0","40","40.0","2","2","0","13","4","35","14","3","44","16","1.25","9.93","3.49","3.17","3.24","","0.4","0.4","13649"
"Zach Plesac","CLE","18","18","104.0","5","7","8","0","0","112","54","17","75","27","1.34","6.53","2.31","4.65","4.71","","0.4","0.3","19979"
"Freddy Peralta","MIL","5","5","24.0","2","1","2","0","0","20","10","3","29","10","1.22","10.75","3.55","3.81","3.81","","0.4","0.4","18679"
"Cole Irvin","OAK","16","16","91.0","4","7","7","0","0","96","44","14","64","23","1.30","6.29","2.27","4.39","4.56","","0.4","0.4","19244"
"James Paxton","BOS","5","10","31.0","2","2","2","0","0","29","13","4","32","10","1.25","9.29","2.88","3.92","3.78","","0.4","0.5","11828"
"Dallas Keuchel","ARI","12","12","65.0","3","5","4","0","0","76","34","7","38","24","1.53","5.27","3.28","4.75","4.65","","0.4","0.1","9434"
"Anthony Gose","CLE","0","34","34.0","2","1","0","0","6","25","12","4","46","14","1.16","12.20","3.71","3.09","3.14","","0.4","0.4","5097"
"Reid Detmers","LAA","10","10","52.0","3","4","4","0","0","50","26","8","50","20","1.34","8.62","3.38","4.51","4.56","","0.4","0.3","27468"
"A.J. Minter","ATL","0","37","37.0","2","2","0","1","9","31","14","4","45","14","1.18","10.81","3.27","3.29","3.28","","0.4","0.5","18655"
"Jakob Junis","SFG","6","22","47.0","3","3","2","0","0","47","22","6","42","13","1.28","8.05","2.47","4.17","3.99","","0.4","0.3","13619"
